bowler,date,venue,bowling_team,rolling_avg_wickets,overs_bowled_last5,venue_wicket_rate,bowler_career_avg,next_match_wicket
SB Wagh,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,1.0,2.3666666666666667,1.0,1.0,0.0
STR Binny,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,0.0,1.3888888888888886,0.5,0.0,0.0
DE Bollinger,2011-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,2.4,3.9333333333333327,2.1666666666666665,1.9230769230769231,0.0
SK Trivedi,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,1.6,3.1333333333333337,1.6666666666666667,1.15,0.0
A Symonds,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,0.4,2.4333333333333336,0.25,0.8214285714285714,0.0
SR Watson,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,1.0,4.2,3.0,1.1851851851851851,0.0
Harbhajan Singh,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,1.6,3.8333333333333335,1.6666666666666667,1.3243243243243243,3.0
ND Doshi,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,0.5,3.0833333333333335,1.0,0.5,1.0
AL Menaria,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,0.4,1.8333333333333333,1.0,0.4,0.0
SB Jakati,2011-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.6,2.8333333333333335,1.2222222222222223,1.2307692307692308,0.0
R Sharma,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,1.4,3.8333333333333335,0.8,1.1428571428571428,2.0
S Randiv,2011-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.0,3.9333333333333327,1.0,1.1666666666666667,0.0
AC Thomas,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,1.2,4.033333333333333,0.75,1.125,1.0
SL Malinga,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,2.0,4.166666666666666,2.0,1.6764705882352942,2.0
R Ashwin,2011-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.0,4.033333333333333,1.3333333333333333,1.0952380952380953,2.0
JD Ryder,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,0.8,2.3,1.25,0.9090909090909091,1.0
J Botha,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,1.0,3.2333333333333334,1.0,1.1111111111111112,1.0
DS Kulkarni,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,0.8,3.7,1.6666666666666667,1.0,1.0
JA Morkel,2011-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,2.0,3.7666666666666666,1.5333333333333334,1.3043478260869565,0.0
Yuvraj Singh,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,0.0,1.4,1.3333333333333333,0.59375,0.0
KA Pollard,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,0.8,2.666666666666667,2.0,1.15,2.0
MM Patel,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,1.8,3.7,0.0,1.263157894736842,2.0
SK Warne,2011-05-04,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,1.4,4.033333333333333,1.5,1.14,1.0
Y Venugopal Rao,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0.6,1.4,0.75,0.4666666666666667,0.0
M Morkel,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,1.8,4.066666666666666,2.0,1.0,1.0
DT Christian,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.6,3.766666666666667,0.4,0.4444444444444444,2.0
JH Kallis,2011-05-05,Nehru Stadium,Kolkata Knight Riders,1.0,2.6999999999999997,1.0,0.6444444444444445,0.0
S Sreesanth,2011-05-05,Nehru Stadium,Kochi Tuskers Kerala,0.8,4.033333333333333,1.0,1.0303030303030303,0.0
A Mishra,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.0,3.633333333333333,1.2,1.375,1.0
RP Singh,2011-05-05,Nehru Stadium,Kochi Tuskers Kerala,1.2,3.7333333333333334,1.0,1.2549019607843137,0.0
DW Steyn,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.8,3.866666666666667,1.5,1.1944444444444444,0.0
I Sharma,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.2,4.0,0.3333333333333333,0.8205128205128205,0.0
R Vinay Kumar,2011-05-05,Nehru Stadium,Kochi Tuskers Kerala,2.0,3.8333333333333335,1.5,1.1428571428571428,1.0
AM Salvi,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0.8,3.5333333333333337,2.0,0.8,2.0
JP Duminy,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.4,2.6,0.0,0.5454545454545454,0.0
Iqbal Abdulla,2011-05-05,Nehru Stadium,Kolkata Knight Riders,1.6,3.666666666666667,0.0,1.3076923076923077,1.0
RA Jadeja,2011-05-05,Nehru Stadium,Kochi Tuskers Kerala,0.8,3.3333333333333335,0.5,0.6666666666666666,0.0
Y Nagar,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0.4,1.4333333333333333,2.0,0.6666666666666666,0.0
P Parameswaran,2011-05-05,Nehru Stadium,Kochi Tuskers Kerala,2.0,4.0,0.5,2.0,0.0
AB Agarkar,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,1.2,3.5,1.0,0.8387096774193549,0.0
YK Pathan,2011-05-05,Nehru Stadium,Kolkata Knight Riders,1.0,3.2666666666666666,0.3333333333333333,0.7272727272727273,1.0
JD Unadkat,2011-05-05,Nehru Stadium,Kolkata Knight Riders,1.4,3.8666666666666663,0.0,1.1666666666666667,0.0
JR Hopes,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,1.0,4.166666666666667,0.75,0.75,1.0
IK Pathan,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0.8,3.7333333333333334,2.0,1.2549019607843137,1.0
R Bhatia,2011-05-05,Nehru Stadium,Kolkata Knight Riders,0.8,2.6333333333333337,0.8333333333333334,1.0357142857142858,0.0
S Ladda,2011-05-05,Nehru Stadium,Kolkata Knight Riders,0.8,2.8333333333333335,0.0,0.6666666666666666,1.0
RV Gomez,2011-05-05,Nehru Stadium,Kochi Tuskers Kerala,0.4,1.8333333333333333,0.6666666666666666,0.5,0.0
B Lee,2011-05-05,Nehru Stadium,Kolkata Knight Riders,1.2,3.866666666666667,0.5,0.8947368421052632,0.0
PP Chawla,2011-05-06,M Chinnaswamy Stadium,Kings XI Punjab,1.0,3.5333333333333337,2.0,1.0,1.0
DL Vettori,2011-05-06,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.8,4.066666666666666,0.5,1.0526315789473684,2.0
V Kohli,2011-05-06,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.2,1.8,0.0,0.2,0.0
S Aravind,2011-05-06,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.25,3.75,1.0,1.25,2.0
P Kumar,2011-05-06,M Chinnaswamy Stadium,Kings XI Punjab,0.6,3.5,1.2307692307692308,1.0222222222222221,1.0
Z Khan,2011-05-06,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.2,4.300000000000001,1.2222222222222223,1.236842105263158,1.0
CH Gayle,2011-05-06,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.4,2.1,1.0,0.375,2.0
A Mithun,2011-05-06,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.6,3.3,0.0,0.5,2.0
AM Nayar,2011-05-06,M Chinnaswamy Stadium,Kings XI Punjab,0.4,1.9,1.0,0.5,0.0
RJ Harris,2011-05-06,M Chinnaswamy Stadium,Kings XI Punjab,0.8,3.7,2.0,1.1818181818181819,1.0
R McLaren,2011-05-06,M Chinnaswamy Stadium,Kings XI Punjab,0.8,3.1,1.0,0.6428571428571429,0.0
JR Hopes,2011-05-07,Wankhede Stadium,Delhi Daredevils,1.0,3.9666666666666663,0.0,0.7647058823529411,0.0
JA Morkel,2011-05-07,Eden Gardens,Chennai Super Kings,2.0,3.733333333333333,0.5,1.3191489361702127,1.0
JD Unadkat,2011-05-07,Eden Gardens,Kolkata Knight Riders,1.2,3.9,1.2,1.2857142857142858,1.0
Iqbal Abdulla,2011-05-07,Eden Gardens,Kolkata Knight Riders,1.6,3.266666666666667,1.5714285714285714,1.2142857142857142,1.0
SL Malinga,2011-05-07,Wankhede Stadium,Mumbai Indians,2.2,4.2,2.0,1.7142857142857142,3.0
DS Kulkarni,2011-05-07,Wankhede Stadium,Mumbai Indians,0.6,3.9333333333333336,2.0,0.95,0.0
L Balaji,2011-05-07,Eden Gardens,Kolkata Knight Riders,0.6,3.8,1.2857142857142858,1.105263157894737,1.0
DE Bollinger,2011-05-07,Eden Gardens,Chennai Super Kings,2.2,4.166666666666666,2.0,1.7857142857142858,3.0
R Ashwin,2011-05-07,Eden Gardens,Chennai Super Kings,0.8,4.066666666666667,1.0,1.0909090909090908,3.0
JH Kallis,2011-05-07,Eden Gardens,Kolkata Knight Riders,0.8,2.9333333333333336,0.0,0.6521739130434783,2.0
AB Agarkar,2011-05-07,Wankhede Stadium,Delhi Daredevils,1.6,3.8666666666666663,0.0,0.875,1.0
M Morkel,2011-05-07,Wankhede Stadium,Delhi Daredevils,1.8,4.0,0.0,1.0,1.0
MM Patel,2011-05-07,Wankhede Stadium,Mumbai Indians,1.4,4.033333333333333,1.8,1.2564102564102564,5.0
R Bhatia,2011-05-07,Eden Gardens,Kolkata Knight Riders,1.0,3.0333333333333337,1.0,1.0344827586206897,0.0
KA Pollard,2011-05-07,Wankhede Stadium,Mumbai Indians,1.2,3.2333333333333334,0.5,1.1904761904761905,0.0
YK Pathan,2011-05-07,Eden Gardens,Kolkata Knight Riders,0.6,3.1,0.8571428571428571,0.7333333333333333,2.0
IK Pathan,2011-05-07,Wankhede Stadium,Delhi Daredevils,0.6,3.7333333333333334,1.0,1.2307692307692308,2.0
SB Jakati,2011-05-07,Eden Gardens,Chennai Super Kings,0.8,3.0,2.0,1.2592592592592593,0.0
Harbhajan Singh,2011-05-07,Wankhede Stadium,Mumbai Indians,1.8,3.6333333333333337,2.25,1.3157894736842106,0.0
S Nadeem,2011-05-07,Wankhede Stadium,Delhi Daredevils,1.0,3.7222222222222228,0.5,1.0,0.0
B Lee,2011-05-07,Eden Gardens,Kolkata Knight Riders,1.0,4.2,1.0,0.85,1.0
RP Singh,2011-05-08,M Chinnaswamy Stadium,Kochi Tuskers Kerala,1.2,3.766666666666667,1.5,1.2692307692307692,4.0
AA Jhunjhunwala,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,0.0,1.1333333333333333,0.5,0.0,1.0
WD Parnell,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,1.25,3.625,1.0,1.25,1.0
RR Powar,2011-05-08,M Chinnaswamy Stadium,Kochi Tuskers Kerala,0.8,2.8333333333333335,1.0,0.625,0.0
CH Gayle,2011-05-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.0,2.7,2.0,0.5294117647058824,1.0
MR Marsh,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,0.5,2.9166666666666665,1.0,0.5,4.0
R Sharma,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,1.6,4.033333333333333,2.0,1.2,1.0
Z Khan,2011-05-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.8,4.366666666666667,1.2,1.2307692307692308,0.0
SB Wagh,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,0.8,2.8,1.0,0.8333333333333334,0.0
Yuvraj Singh,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,0.4,2.0,0.125,0.6363636363636364,2.0
S Aravind,2011-05-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.8,3.8,2.5,1.8,3.0
RA Jadeja,2011-05-08,M Chinnaswamy Stadium,Kochi Tuskers Kerala,0.4,2.7,0.0,0.6363636363636364,0.0
B Kumar,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,1.0,4.083333333333334,2.0,1.0,0.0
SJ Srivastava,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.4,3.7,1.3333333333333333,0.6666666666666666,1.0
TM Dilshan,2011-05-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.2,2.2333333333333334,0.5,0.2777777777777778,0.0
A Mithun,2011-05-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.4,3.2666666666666666,0.0,0.42857142857142855,0.0
DL Vettori,2011-05-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.0,4.066666666666666,0.6666666666666666,1.05,2.0
PC Valthaty,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.8,2.0333333333333337,0.0,0.8,1.0
R Vinay Kumar,2011-05-08,M Chinnaswamy Stadium,Kochi Tuskers Kerala,2.0,3.8333333333333335,1.2222222222222223,1.186046511627907,0.0
P Parameswaran,2011-05-08,M Chinnaswamy Stadium,Kochi Tuskers Kerala,1.0,4.0,1.0,1.0,0.0
P Kumar,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.6,3.5,1.25,1.0,2.0
RJ Harris,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.2,3.7,1.0,1.2608695652173914,1.0
BA Bhatt,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.0,3.5416666666666665,1.0,1.0,4.0
SB Jakati,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,0.8,2.8,0.0,1.2142857142857142,0.0
A Singh,2011-05-09,Sawai Mansingh Stadium,Rajasthan Royals,0.8,3.0,1.0,1.4166666666666667,1.0
DJ Bravo,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,0.6,2.3,0.75,1.0,2.0
R Ashwin,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,1.2,3.8666666666666663,0.0,1.1304347826086956,2.0
J Botha,2011-05-09,Sawai Mansingh Stadium,Rajasthan Royals,1.2,3.2333333333333334,1.0,1.1,0.0
DE Bollinger,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,1.8,3.5,1.0,1.6666666666666667,1.0
SR Watson,2011-05-09,Sawai Mansingh Stadium,Rajasthan Royals,1.0,4.166666666666667,0.8571428571428571,1.1428571428571428,0.0
AL Menaria,2011-05-09,Sawai Mansingh Stadium,Rajasthan Royals,0.4,1.8666666666666665,0.6666666666666666,0.3333333333333333,0.0
SK Warne,2011-05-09,Sawai Mansingh Stadium,Rajasthan Royals,1.2,3.8333333333333335,1.2666666666666666,1.1176470588235294,1.0
JA Morkel,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,2.0,3.7666666666666666,0.0,1.2916666666666667,1.0
SK Trivedi,2011-05-09,Sawai Mansingh Stadium,Rajasthan Royals,1.8,3.766666666666667,1.7333333333333334,1.146341463414634,0.0
SK Raina,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,0.0,1.8333333333333333,0.0,0.6333333333333333,0.0
PP Ojha,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.4,3.9,0.375,1.2448979591836735,0.0
MM Patel,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,1.6,4.033333333333333,1.0,1.275,0.0
RJ Harris,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.2,3.7666666666666666,1.0,1.25,2.0
WD Parnell,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,1.4,3.7,2.0,1.4,1.0
DS Kulkarni,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,0.8,3.9333333333333336,3.0,0.9523809523809523,3.0
RG Sharma,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,0.0,1.9666666666666668,1.0,0.6521739130434783,0.0
MR Marsh,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,0.8,3.1333333333333333,2.0,0.8,0.0
A Mishra,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.0,3.633333333333333,1.1666666666666667,1.3658536585365855,1.0
B Kumar,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,2.0,3.0,0.75,2.0,0.0
SL Malinga,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,2.2,4.066666666666666,2.0,1.7222222222222223,1.0
JP Duminy,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.2,2.2,0.0,0.5,1.0
SJ Srivastava,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.6,3.4666666666666663,1.5,0.8,2.0
R Sharma,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,1.8,4.033333333333333,1.0,1.25,2.0
BA Bhatt,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.0,3.6666666666666665,1.0,1.0,0.0
DT Christian,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.4,3.9,0.5,0.5,0.0
I Sharma,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.6,4.0,0.5714285714285714,0.85,2.0
Bipul Sharma,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.8,2.7,2.0,0.8333333333333334,2.0
P Kumar,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.4,3.5,1.2,1.0,1.0
Harbhajan Singh,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,1.4,3.6666666666666665,2.0,1.358974358974359,1.0
DW Steyn,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.2,4.066666666666667,1.5714285714285714,1.2162162162162162,1.0
KA Pollard,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,1.4,2.8333333333333335,1.0,1.2272727272727273,1.0
TL Suman,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,0.2,1.6666666666666667,1.0,0.75,0.0
Yuvraj Singh,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,0.4,2.0,0.2,0.6176470588235294,1.0
V Kohli,2011-05-11,Sawai Mansingh Stadium,Royal Challengers Bangalore,0.2,1.8333333333333333,0.0,0.1875,0.0
S Aravind,2011-05-11,Sawai Mansingh Stadium,Royal Challengers Bangalore,2.2,4.0,1.0,1.8333333333333333,1.0
SK Warne,2011-05-11,Sawai Mansingh Stadium,Rajasthan Royals,1.2,3.9,1.25,1.1153846153846154,1.0
SK Trivedi,2011-05-11,Sawai Mansingh Stadium,Rajasthan Royals,1.8,3.2333333333333334,1.625,1.119047619047619,0.0
CK Langeveldt,2011-05-11,Sawai Mansingh Stadium,Royal Challengers Bangalore,2.0,3.9583333333333335,2.0,2.0,2.0
AL Menaria,2011-05-11,Sawai Mansingh Stadium,Rajasthan Royals,0.4,1.8666666666666665,0.5,0.2857142857142857,0.0
J Botha,2011-05-11,Sawai Mansingh Stadium,Rajasthan Royals,1.4,3.666666666666667,1.0,1.0909090909090908,0.0
SR Watson,2011-05-11,Sawai Mansingh Stadium,Rajasthan Royals,0.4,4.2,0.8,1.103448275862069,3.0
CH Gayle,2011-05-11,Sawai Mansingh Stadium,Royal Challengers Bangalore,1.2,3.0,0.5,0.6111111111111112,0.0
Z Khan,2011-05-11,Sawai Mansingh Stadium,Royal Challengers Bangalore,0.8,4.366666666666667,1.5,1.225,1.0
Pankaj Singh,2011-05-11,Sawai Mansingh Stadium,Rajasthan Royals,0.8,3.2,0.6666666666666666,0.4,2.0
SK Raina,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.4,1.7333333333333332,0.6666666666666666,0.6774193548387096,0.0
SB Jakati,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.8,3.233333333333333,1.3,1.1724137931034482,1.0
IK Pathan,2011-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,0.8,3.9666666666666672,0.5,1.2264150943396226,3.0
S Nadeem,2011-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,1.0,3.791666666666667,1.0,1.0,0.0
AB Agarkar,2011-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,1.2,3.8333333333333335,0.5,0.8484848484848485,3.0
VR Aaron,2011-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,1.0,4.0,0.0,1.0,0.0
DJ Bravo,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.6,2.533333333333333,0.5,1.0,1.0
R Ashwin,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.4,3.866666666666667,1.3,1.2083333333333333,1.0
JA Morkel,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,2.0,3.6,1.5625,1.2857142857142858,1.0
JR Hopes,2011-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,1.0,3.9666666666666663,0.0,0.7777777777777778,0.0
DE Bollinger,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.8,3.5,1.8571428571428572,1.75,2.0
AB McDonald,2011-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,1.6,3.4333333333333336,2.0,1.6,1.0
RV Gomez,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,0.6,2.0,0.0,0.7142857142857143,1.0
P Parameswaran,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,0.6666666666666666,3.4444444444444446,2.5,0.6666666666666666,2.0
S Sreesanth,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,0.6,3.9666666666666663,0.6666666666666666,1.0,2.0
SJ Srivastava,2011-05-13,Holkar Cricket Stadium,Kings XI Punjab,0.6,3.5,1.3333333333333333,0.8181818181818182,2.0
PP Chawla,2011-05-13,Holkar Cricket Stadium,Kings XI Punjab,1.2,3.9333333333333336,1.4444444444444444,1.0196078431372548,3.0
RJ Harris,2011-05-13,Holkar Cricket Stadium,Kings XI Punjab,1.4,3.333333333333333,1.5,1.24,1.0
Bipul Sharma,2011-05-13,Holkar Cricket Stadium,Kings XI Punjab,1.0,2.7666666666666666,1.0,1.0,0.0
BJ Hodge,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,0.8,1.4333333333333331,0.5,0.7857142857142857,5.0
R Vinay Kumar,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,2.2,3.8333333333333335,2.0,1.1818181818181819,0.0
BA Bhatt,2011-05-13,Holkar Cricket Stadium,Kings XI Punjab,1.8,3.6333333333333337,0.0,1.5,0.0
RP Singh,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,1.2,3.8333333333333335,1.0,1.2452830188679245,1.0
RA Jadeja,2011-05-13,Holkar Cricket Stadium,Kochi Tuskers Kerala,0.2,2.9,3.0,0.6086956521739131,0.0
A Mishra,2011-05-14,Wankhede Stadium,Deccan Chargers,0.8,3.5333333333333328,2.0,1.3571428571428572,2.0
JD Unadkat,2011-05-14,M Chinnaswamy Stadium,Kolkata Knight Riders,1.0,3.3,0.0,1.125,0.0
KA Pollard,2011-05-14,Wankhede Stadium,Mumbai Indians,1.0,2.7666666666666666,0.8,1.173913043478261,0.0
DS Kulkarni,2011-05-14,Wankhede Stadium,Mumbai Indians,0.6,3.5333333333333337,1.6666666666666667,0.9090909090909091,0.0
CK Langeveldt,2011-05-14,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.8,4.0,3.0,1.8,2.0
DT Christian,2011-05-14,Wankhede Stadium,Deccan Chargers,0.8,3.7333333333333334,0.0,0.6363636363636364,2.0
Harbhajan Singh,2011-05-14,Wankhede Stadium,Mumbai Indians,1.2,3.4666666666666663,2.4,1.325,0.0
L Balaji,2011-05-14,M Chinnaswamy Stadium,Kolkata Knight Riders,1.0,3.766666666666667,1.0,1.1282051282051282,2.0
I Sharma,2011-05-14,Wankhede Stadium,Deccan Chargers,1.4,3.7666666666666666,1.0,0.8292682926829268,0.0
CH Gayle,2011-05-14,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.4,3.2333333333333334,2.0,0.631578947368421,0.0
TL Suman,2011-05-14,Wankhede Stadium,Mumbai Indians,0.0,1.4333333333333333,0.0,0.6666666666666666,1.0
A Mithun,2011-05-14,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.8,3.7,0.5,0.625,0.0
JH Kallis,2011-05-14,M Chinnaswamy Stadium,Kolkata Knight Riders,0.4,2.5333333333333337,0.7692307692307693,0.6382978723404256,0.0
SL Malinga,2011-05-14,Wankhede Stadium,Mumbai Indians,2.2,4.1,2.0,1.7567567567567568,0.0
JP Duminy,2011-05-14,Wankhede Stadium,Deccan Chargers,0.2,2.1,1.0,0.46153846153846156,1.0
