match_id,date,batsman,venue,batting_team,team1,team2,runs,balls,wickets,opponent,runs_last_5,runs_last_10,runs_last_5_std,runs_diff_last_match,matches_played,target_runs,strike_rate,sr_last_5,venue_avg_runs,opp_avg_runs
9,2017-11-04,MS Dhoni,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,11,14,14,Delhi Daredevils,15.8,19.6,12.070625501605123,-26.0,38,5.0,0.7857142857142857,0.8061708339969209,21.6,17.571428571428573
51,2017-12-05,MS Dhoni,Feroz Shah Kotla,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,5,5,5,Delhi Daredevils,12.8,18.0,10.686440005914037,6.0,39,43.0,1.0,0.8147422625683495,13.75,17.571428571428573
7926,2018-03-05,MS Dhoni,Eden Gardens,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,43,25,25,Kolkata Knight Riders,12.8,16.1,10.686440005914037,-6.0,40,35.0,1.72,0.9036311514572384,24.0,24.5
7928,2018-05-05,MS Dhoni,Maharashtra Cricket Association Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,35,26,26,Royal Challengers Bangalore,19.0,17.7,17.146428199482248,38.0,41,5.0,1.3461538461538465,1.0476311514572385,21.6,28.25
7894,2018-07-04,MS Dhoni,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,5,5,5,Mumbai Indians,19.8,20.3,17.92205345377588,-8.0,42,28.0,1.0,1.047296703296703,12.75,23.88888888888889
7898,2018-10-04,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,28,30,30,Kolkata Knight Riders,19.8,17.8,17.92205345377588,-30.0,43,35.0,0.9333333333333332,1.1703736263736264,31.666666666666668,24.5
7936,2018-11-05,MS Dhoni,Sawai Mansingh Stadium,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,35,25,25,Rajasthan Royals,23.2,18.0,17.44133022449836,23.0,44,45.0,1.4,1.199897435897436,26.75,24.0
11341,2019-01-05,MS Dhoni,M. A. Chidambaram Stadium,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,45,22,22,Delhi Capitals,29.2,21.0,14.53272169966796,7.0,45,14.0,2.0454545454545454,1.279897435897436,40.66666666666666,27.5
11151,2019-03-04,MS Dhoni,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,14,22,22,Mumbai Indians,29.6,24.3,15.026643005009468,10.0,46,10.0,0.6363636363636364,1.3449883449883449,12.75,23.88888888888889
11346,2019-05-05,MS Dhoni,IS Bindra Stadium,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,10,12,12,Kings XI Punjab,25.4,22.6,16.04057355583023,-31.0,47,39.0,0.8333333333333334,1.2030303030303031,10.0,15.8
11309,2019-06-04,MS Dhoni,M. A. Chidambaram Stadium,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,39,25,25,Kings XI Punjab,26.4,23.1,14.53616180427282,-4.0,48,38.0,1.56,1.1696969696969697,40.66666666666666,15.8
11412,2019-07-05,MS Dhoni,M. A. Chidambaram Stadium,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,38,29,29,Mumbai Indians,28.6,25.9,15.630099167951558,29.0,49,10.0,1.3103448275862069,1.295030303030303,40.66666666666666,23.88888888888889
11414,2019-10-05,MS Dhoni,ACA-VDCA Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,10,9,9,Delhi Capitals,29.2,29.2,15.990622251807464,-1.0,50,60.0,1.1111111111111112,1.2770992685475444,10.0,27.5
11316,2019-11-04,MS Dhoni,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,60,44,44,Rajasthan Royals,22.2,25.9,14.973309587395834,-28.0,51,2.0,1.3636363636363635,1.0902305816788576,26.75,24.0
11149,2019-01-04,Mandeep Singh,IS Bindra Stadium,Kings XI Punjab,Kings XI Punjab,Delhi Capitals,30,22,22,Delhi Capitals,18.8,25.6,11.670475568716126,-24.0,20,25.0,1.3636363636363635,1.1845177045177049,17.25,30.0
11343,2019-03-05,Mandeep Singh,IS Bindra Stadium,Kings XI Punjab,Kings XI Punjab,Kolkata Knight Riders,25,17,17,Kolkata Knight Riders,22.0,26.2,12.206555615733702,17.0,21,12.0,1.4705882352941178,1.1772449772449771,17.25,38.0
11346,2019-05-05,Mandeep Singh,IS Bindra Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,12,10,10,Chennai Super Kings,25.6,24.1,8.87693640846886,-5.0,22,1.0,1.2,1.363670316611493,17.25,6.666666666666667
11309,2019-06-04,Mandeep Singh,M. A. Chidambaram Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,1,1,1,Chennai Super Kings,23.4,20.1,10.830512453249844,-13.0,23,2.0,1.0,1.403670316611493,1.0,6.666666666666667
11313,2019-08-04,Mandeep Singh,IS Bindra Stadium,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,2,3,3,Sunrisers Hyderabad,16.2,19.0,11.476062042355816,-11.0,24,7.0,0.6666666666666666,1.192559205500382,17.25,16.333333333333332
521,2015-11-04,NV Ojha,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,15,11,11,Chennai Super Kings,9.6,9.2,7.436396977031283,8.0,20,2.0,1.3636363636363635,1.752930402930403,9.0,12.666666666666666
564,2015-11-05,NV Ojha,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,2,3,3,Kings XI Punjab,10.0,10.4,7.713624310270756,7.0,21,9.0,0.6666666666666666,1.158991008991009,9.0,2.0
610,2016-06-05,NV Ojha,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,9,7,7,Gujarat Lions,9.0,9.7,8.48528137423857,-13.0,22,7.0,1.2857142857142858,0.9423243423243424,9.0,9.0
616,2016-10-05,NV Ojha,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiants,7,5,5,Rising Pune Supergiants,6.8,10.6,5.974947698515862,7.0,23,0.0,1.4,0.8917748917748918,7.0,7.0
580,2016-12-04,NV Ojha,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,0,5,5,Royal Challengers Bangalore,8.2,9.8,4.658325879540847,-2.0,24,7.0,0.0,1.1717748917748918,7.5,7.5
618,2016-12-05,NV Ojha,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Daredevils,7,9,9,Delhi Daredevils,6.6,8.1,5.94138031100518,-7.0,25,9.0,0.7777777777777778,0.9432034632034632,9.0,10.0
43,2017-06-05,NV Ojha,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,9,9,9,Rising Pune Supergiant,5.0,7.5,3.8078865529319543,7.0,26,9.0,1.0,0.8260317460317461,9.0,9.0
10,2017-12-04,NV Ojha,Wankhede Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,9,10,10,Mumbai Indians,6.4,7.7,3.7148351242013424,2.0,27,2.0,0.9,0.8926984126984128,9.0,8.0
613,2016-08-05,PA Patel,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0,4,4,Sunrisers Hyderabad,31.4,22.4,19.667231630303235,2.0,20,1.0,0.0,1.3881944444444445,0.0,14.333333333333334
617,2016-11-05,PA Patel,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,1,2,2,Royal Challengers Bangalore,19.6,22.1,16.39512122553536,-21.0,21,0.0,0.5,1.0604166666666668,4.75,6.666666666666667
37,2017-01-05,PA Patel,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,1,1,Royal Challengers Bangalore,17.2,19.6,18.36300628982085,1.0,22,19.0,0.0,0.9604166666666668,23.5,6.666666666666667
2,2017-06-04,PA Patel,Maharashtra Cricket Association Stadium,Mumbai Indians,Mumbai Indians,Rising Pune Supergiant,19,15,15,Rising Pune Supergiant,8.2,18.3,10.802777420645118,-1.0,23,25.0,1.2666666666666666,0.6791666666666667,31.33333333333333,19.0
44,2017-06-05,PA Patel,Feroz Shah Kotla,Mumbai Indians,Mumbai Indians,Delhi Daredevils,25,23,23,Delhi Daredevils,8.2,20.0,10.802777420645118,19.0,24,23.0,1.0869565217391304,0.6158333333333333,17.5,16.0
47,2017-08-05,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,23,18,18,Sunrisers Hyderabad,9.0,20.2,12.062338081814817,6.0,25,30.0,1.2777777777777777,0.5707246376811594,21.5,14.333333333333334
7,2017-09-04,PA Patel,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,30,29,29,Kolkata Knight Riders,13.6,16.6,12.157302332343306,-2.0,26,38.0,1.0344827586206895,0.826280193236715,23.5,28.0
50,2017-11-05,PA Patel,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,38,24,24,Kings XI Punjab,19.4,18.3,11.545561917897285,7.0,27,39.0,1.5833333333333333,0.9331767449608528,23.5,36.66666666666666
10,2017-12-04,PA Patel,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,39,24,24,Sunrisers Hyderabad,27.0,17.6,7.314369419163896,8.0,28,54.0,1.625,1.2498434116275194,23.5,14.333333333333334
7928,2018-05-05,PA Patel,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,54,41,41,Chennai Super Kings,31.0,19.6,7.314369419163896,1.0,29,20.0,1.3170731707317074,1.3215100782941862,31.33333333333333,49.5
7932,2018-07-05,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,20,13,13,Sunrisers Hyderabad,36.8,22.9,11.606032913963324,15.0,30,10.0,1.5384615384615383,1.3675334080927015,21.5,14.333333333333334
7938,2018-12-05,PA Patel,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,10,8,8,Delhi Daredevils,36.2,24.9,12.537942414925984,-34.0,31,70.0,1.25,1.419670160229454,17.5,16.0
11150,2019-02-04,PA Patel,Sawai Mansingh Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,70,42,42,Rajasthan Royals,32.2,25.8,17.297398648351724,-10.0,32,1.0,1.6666666666666667,1.4627736085053158,70.0,31.666666666666668
11345,2019-04-05,PA Patel,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,1,4,4,Sunrisers Hyderabad,38.6,32.8,24.429490375363955,60.0,33,26.0,0.25,1.4794402751719826,13.5,14.333333333333334
11153,2019-05-04,PA Patel,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,26,25,25,Kolkata Knight Riders,31.0,31.0,29.631064780058107,-69.0,34,10.0,1.04,1.2044402751719825,13.5,28.0
393,2013-11-04,R Dravid,Subrata Roy Sahara Stadium,Rajasthan Royals,Rajasthan Royals,Pune Warriors,54,48,48,Pune Warriors,39.4,25.0,27.116415692344003,-13.0,20,22.0,1.125,1.0250556808089089,34.0,42.0
521,2015-11-04,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,0,1,1,Sunrisers Hyderabad,11.4,13.6,6.50384501660364,14.0,20,3.0,0.0,1.1587092731829576,9.6,11.5
565,2015-12-05,RA Jadeja,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,Chennai Super Kings,Delhi Daredevils,3,4,4,Delhi Daredevils,8.0,11.6,7.24568837309472,-17.0,21,11.0,0.75,0.7337092731829574,3.0,17.4
604,2016-01-05,RA Jadeja,Saurashtra Cricket Association Stadium,Gujarat Lions,Kings XI Punjab,Gujarat Lions,11,12,12,Kings XI Punjab,7.4,10.3,7.569676347110226,3.0,22,36.0,0.9166666666666666,0.712280701754386,23.5,10.75
607,2016-03-05,RA Jadeja,Saurashtra Cricket Association Stadium,Gujarat Lions,Gujarat Lions,Delhi Daredevils,36,27,27,Delhi Daredevils,6.8,10.0,7.014271166700074,8.0,23,18.0,1.3333333333333333,0.6622807017543859,23.5,17.4
610,2016-06-05,RA Jadeja,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Gujarat Lions,Sunrisers Hyderabad,18,13,13,Sunrisers Hyderabad,13.4,12.4,14.293355099485916,25.0,24,9.0,1.3846153846153846,0.7789473684210526,15.333333333333334,11.5
614,2016-08-05,RA Jadeja,Eden Gardens,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,9,9,9,Kolkata Knight Riders,13.6,12.5,14.363147287415806,-18.0,25,8.0,1.0,0.8769230769230768,13.5,14.0
579,2016-11-04,RA Jadeja,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Kings XI Punjab,Gujarat Lions,8,12,12,Kings XI Punjab,15.4,11.7,12.700393694685216,-9.0,26,19.0,0.6666666666666666,1.0769230769230769,7.5,10.75
38,2017-01-05,RA Jadeja,Maharashtra Cricket Association Stadium,Gujarat Lions,Gujarat Lions,Rising Pune Supergiant,19,12,12,Rising Pune Supergiant,16.4,11.9,11.631852818876276,-1.0,27,18.0,1.5833333333333333,1.0602564102564105,19.0,19.0
41,2017-04-05,RA Jadeja,Feroz Shah Kotla,Gujarat Lions,Gujarat Lions,Delhi Daredevils,18,7,7,Delhi Daredevils,18.0,12.4,11.247221879201993,11.0,28,7.0,2.571428571428572,1.1935897435897436,18.0,17.4
46,2017-07-05,RA Jadeja,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Kings XI Punjab,Gujarat Lions,7,8,8,Kings XI Punjab,14.4,13.9,5.412947441089744,-1.0,29,13.0,0.875,1.4412087912087912,7.5,10.75
49,2017-10-05,RA Jadeja,Green Park,Gujarat Lions,Gujarat Lions,Delhi Daredevils,13,7,7,Delhi Daredevils,12.2,12.9,5.805170109479999,-11.0,30,18.0,1.8571428571428568,1.3392857142857142,13.0,17.4
7926,2018-03-05,RA Jadeja,Eden Gardens,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,18,14,14,Kolkata Knight Riders,13.0,14.2,5.522680508593632,6.0,31,12.0,1.2857142857142858,1.5107142857142857,13.5,14.0
7894,2018-07-04,RA Jadeja,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,12,13,13,Mumbai Indians,15.0,15.7,5.0497524691810405,5.0,32,12.0,0.9230769230769232,1.6345238095238095,9.75,11.0
7898,2018-10-04,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,12,8,8,Kolkata Knight Riders,13.6,15.8,4.615192303685732,-6.0,33,25.0,1.5,1.5024725274725277,9.6,14.0
11341,2019-01-05,RA Jadeja,M. A. Chidambaram Stadium,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,25,10,10,Delhi Capitals,12.4,13.4,3.911521443121592,0.0,34,1.0,2.5,1.288186813186813,25.0,25.0
11151,2019-03-04,RA Jadeja,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,1,2,2,Mumbai Indians,16.0,14.1,5.612486080160914,13.0,35,11.0,0.5,1.6131868131868132,9.75,11.0
11316,2019-11-04,RA Jadeja,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,11,4,4,Rajasthan Royals,13.6,13.3,8.848728722251575,-24.0,36,9.0,2.75,1.341758241758242,11.5,11.5
423,2013-01-05,RG Sharma,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,22,22,22,Sunrisers Hyderabad,52.6,29.9,43.06158380737987,88.0,20,11.0,1.0,1.2166898263027297,28.5,19.875
383,2013-04-04,RG Sharma,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,11,11,11,Royal Challengers Bangalore,45.0,29.4,44.749301670528894,-87.0,21,39.0,1.0,1.1666898263027297,12.0,23.714285714285715
430,2013-05-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,39,31,31,Chennai Super Kings,32.6,30.0,43.62682660932376,-11.0,22,8.0,1.2580645161290325,1.0746898263027294,25.5,19.77777777777778
386,2013-06-04,RG Sharma,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Mumbai Indians,Chennai Super Kings,8,11,11,Chennai Super Kings,40.4,33.6,39.64593295660981,28.0,23,16.0,0.7272727272727273,1.326302729528536,8.666666666666666,19.77777777777778
434,2013-07-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,16,11,11,Kolkata Knight Riders,37.8,34.4,41.61369966729707,-31.0,24,74.0,1.4545454545454546,1.1486803519061586,25.5,47.142857142857146
390,2013-09-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Delhi Daredevils,74,51,51,Delhi Daredevils,19.2,35.9,12.275992831539137,8.0,25,37.0,1.4509803921568627,1.0879765395894427,25.5,39.25
439,2013-11-05,RG Sharma,Subrata Roy Sahara Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,37,42,42,Pune Warriors,29.6,37.3,27.64597619907824,58.0,26,39.0,0.8809523809523809,1.1781726180208154,20.0,13.666666666666666
479,2014-03-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,39,35,35,Kings XI Punjab,34.8,33.7,25.645662401271693,-37.0,27,59.0,1.1142857142857143,1.1543630942112917,25.5,16.5
484,2014-06-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,59,37,37,Royal Challengers Bangalore,34.8,37.6,25.645662401271693,2.0,28,19.0,1.5945945945945943,1.125607333842628,25.5,23.714285714285715
490,2014-10-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,19,19,19,Chennai Super Kings,45.0,41.4,22.237355957937098,20.0,29,14.0,1.0,1.2990717073070015,25.5,19.77777777777778
493,2014-12-05,RG Sharma,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,14,6,6,Sunrisers Hyderabad,45.6,32.4,21.27909772523263,-40.0,30,27.0,2.333333333333333,1.208162616397911,28.5,19.875
549,2015-01-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Rajasthan Royals,27,22,22,Rajasthan Royals,33.6,31.6,17.910890541790504,-5.0,31,26.0,1.2272727272727273,1.3846332046332048,25.5,24.0
552,2015-03-05,RG Sharma,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Mumbai Indians,Kings XI Punjab,26,21,21,Kings XI Punjab,31.6,33.2,17.994443586840926,13.0,32,46.0,1.238095238095238,1.4538972738972735,15.5,16.5
556,2015-05-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Mumbai Indians,46,38,38,Delhi Daredevils,29.0,31.9,17.592612085759196,-1.0,33,98.0,1.2105263157894737,1.4786591786591787,25.5,39.25
518,2015-08-04,RG Sharma,Eden Gardens,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,98,66,66,Kolkata Knight Riders,26.4,35.7,12.17784874269674,20.0,34,18.0,1.4848484848484849,1.4018455228981543,81.66666666666667,47.142857142857146
559,2015-08-05,RG Sharma,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Chennai Super Kings,Mumbai Indians,18,22,22,Chennai Super Kings,42.2,43.9,33.22950496170535,52.0,35,15.0,0.8181818181818182,1.4988152198678515,8.666666666666666,19.77777777777778
562,2015-10-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,15,14,14,Royal Challengers Bangalore,43.0,38.3,32.41913015489466,-80.0,36,0.0,1.0714285714285714,1.1957849168375485,25.5,23.714285714285715
524,2015-12-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0,2,2,Kings XI Punjab,40.6,36.1,34.28994021575425,-3.0,37,85.0,0.0,1.164616085668717,25.5,16.5
605,2016-01-05,RG Sharma,Maharashtra Cricket Association Stadium,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,85,61,61,Rising Pune Supergiants,35.4,32.2,38.74016004097041,-15.0,38,5.0,1.3934426229508197,0.9169970380496696,44.0,46.0
613,2016-08-05,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,5,3,3,Sunrisers Hyderabad,43.2,34.8,44.85197877463156,85.0,39,7.0,1.6666666666666667,0.9535802994819388,39.0,19.875
577,2016-09-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Rising Pune Supergiants,7,5,5,Rising Pune Supergiants,24.6,33.4,34.544174617437314,-80.0,40,25.0,1.4,0.9899439358455752,25.5,46.0
617,2016-11-05,RG Sharma,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,25,26,26,Royal Challengers Bangalore,22.4,32.7,35.409038394172754,2.0,41,56.0,0.9615384615384616,1.1063075722092115,12.0,23.714285714285715
37,2017-01-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,56,39,39,Royal Challengers Bangalore,24.4,32.5,35.16816742453323,18.0,42,3.0,1.435897435897436,1.0843295502311896,25.5,23.714285714285715
2,2017-06-04,RG Sharma,Maharashtra Cricket Association Stadium,Mumbai Indians,Mumbai Indians,Rising Pune Supergiant,3,7,7,Rising Pune Supergiant,35.6,35.5,34.36277055186326,31.0,43,10.0,0.4285714285714285,1.3715090374106769,44.0,3.0
44,2017-06-05,RG Sharma,Feroz Shah Kotla,Mumbai Indians,Mumbai Indians,Delhi Daredevils,10,6,6,Delhi Daredevils,19.2,31.2,22.36515146382873,-53.0,44,67.0,1.6666666666666667,1.1785347985347985,18.5,39.25
47,2017-08-05,RG Sharma,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,67,45,45,Sunrisers Hyderabad,20.2,22.4,21.67256330017288,7.0,45,2.0,1.488888888888889,1.1785347985347987,28.5,19.875
7,2017-09-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2,6,6,Kolkata Knight Riders,32.2,27.3,28.172681803477648,57.0,46,5.0,0.3333333333333333,1.1963125763125764,25.5,47.142857142857146
50,2017-11-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,5,7,7,Kings XI Punjab,27.6,26.0,31.341665558805268,-65.0,47,4.0,0.7142857142857143,1.0706715506715505,25.5,16.5
10,2017-12-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,4,4,4,Sunrisers Hyderabad,17.4,26.5,27.89802860418636,3.0,48,0.0,1.0,0.9263492063492064,25.5,19.875
7924,2018-01-05,RG Sharma,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,1,1,Royal Challengers Bangalore,17.6,18.4,27.77228834647949,-1.0,49,24.0,0.0,1.0406349206349206,12.0,23.714285714285715
7927,2018-04-05,RG Sharma,Holkar Cricket Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,24,15,15,Kings XI Punjab,15.6,17.9,28.797569341873288,-4.0,50,11.0,1.6,0.7073015873015873,24.0,16.5
7930,2018-06-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,11,11,11,Kolkata Knight Riders,7.0,19.6,9.695359714832682,24.0,51,16.0,1.0,0.7295238095238096,25.5,47.142857142857146
7894,2018-07-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,16,19,19,Chennai Super Kings,8.8,18.2,9.364827814754548,-13.0,52,38.0,0.8421052631578947,0.8628571428571428,25.5,19.77777777777778
7934,2018-09-05,RG Sharma,Eden Gardens,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,38,32,32,Kolkata Knight Riders,11.0,14.2,9.53939201416948,5.0,53,11.0,1.1875,0.8884210526315789,81.66666666666667,47.142857142857146
7900,2018-12-04,RG Sharma,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,11,10,10,Sunrisers Hyderabad,17.8,17.7,14.254823744964384,22.0,54,25.0,1.1,0.9259210526315788,28.5,19.875
11342,2019-02-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,25,19,19,Sunrisers Hyderabad,20.0,17.8,11.379806676741062,-27.0,55,14.0,1.3157894736842106,1.145921052631579,25.5,19.875
11151,2019-03-04,RG Sharma,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,14,19,19,Chennai Super Kings,20.2,13.6,11.47606204235584,14.0,56,56.0,0.7368421052631579,1.0890789473684213,25.5,19.77777777777778
11347,2019-05-05,RG Sharma,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,56,49,49,Kolkata Knight Riders,20.8,14.8,10.9407495172863,-11.0,57,11.0,1.1428571428571428,1.036447368421053,25.5,47.142857142857146
11310,2019-06-04,RG Sharma,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,11,14,14,Sunrisers Hyderabad,28.8,19.9,18.53914776897796,42.0,58,4.0,0.7857142857142857,1.0965977443609023,11.0,19.875
11412,2019-07-05,RG Sharma,M. A. Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,4,2,2,Chennai Super Kings,23.4,20.6,19.11282292075141,-45.0,59,15.0,2.0,1.0162406015037595,4.0,19.77777777777778
393,2013-11-04,RV Uthappa,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Pune Warriors,32,16,16,Rajasthan Royals,40.6,34.7,23.437149997386623,12.0,20,11.0,2.0,1.091371158392435,32.375,38.0
439,2013-11-05,RV Uthappa,Subrata Roy Sahara Stadium,Pune Warriors,Pune Warriors,Mumbai Indians,11,13,13,Mumbai Indians,32.0,34.3,13.39776100697426,1.0,21,5.0,0.8461538461538461,1.172222222222222,32.375,25.0
517,2014-01-06,RV Uthappa,M Chinnaswamy Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,5,3,3,Kings XI Punjab,29.4,31.4,16.28803241647069,-21.0,22,47.0,1.6666666666666667,1.1414529914529914,9.666666666666666,26.1
478,2014-02-05,RV Uthappa,JSCA International Stadium Complex,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,47,38,38,Chennai Super Kings,19.6,30.6,11.949895397031725,-6.0,23,65.0,1.236842105263158,1.2400037160906727,47.0,24.25
482,2014-05-05,RV Uthappa,"Sardar Patel Stadium, Motera",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,65,52,52,Rajasthan Royals,25.2,31.5,17.06458320616123,42.0,24,47.0,1.25,1.3221547458389564,65.0,38.0
