batter,date,venue,bowling_team,recent_form,venue_performance,opponent_performance,overall_average,future_runs
SW Billings,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,22.8,38.5,14.0,18.62962962962963,21.0
WP Saha,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,14.6,9.2,14.3,20.517482517482517,0.0
RR Pant,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,27.2,29.1,16.22222222222222,29.972727272727273,38.0
PJ Cummins,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,13.205128205128204,8.6,6.0,13.205128205128204,3.0
Bipul Sharma,2017-04-15,Eden Gardens,Kolkata Knight Riders,14.4,12.5,11.0,11.0,8.0
CJ Anderson,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,20.0,19.0,24.25,18.551724137931036,0.0
SP Narine,2017-04-15,Eden Gardens,Sunrisers Hyderabad,9.4,15.409090909090908,8.4375,14.471698113207546,1.0
MC Henriques,2017-04-15,Eden Gardens,Kolkata Knight Riders,26.4,21.666666666666668,15.25,18.51851851851852,9.0
CR Woakes,2017-04-15,Eden Gardens,Sunrisers Hyderabad,6.5,6.25,3.5,6.5,3.0
SV Samson,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,30.8,21.933333333333334,32.0,27.27777777777778,39.0
S Dhawan,2017-04-15,Eden Gardens,Kolkata Knight Riders,29.6,28.0,29.258064516129032,30.6289592760181,15.0
MK Pandey,2017-04-15,Eden Gardens,Sunrisers Hyderabad,47.2,21.107142857142858,25.071428571428573,24.424050632911392,69.0
DA Warner,2017-04-15,Eden Gardens,Kolkata Knight Riders,46.8,22.571428571428573,39.035714285714285,35.69021739130435,70.0
KC Cariappa,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,4.8,1.0,1.0,4.8,1.0
DJ Hooda,2017-04-15,Eden Gardens,Kolkata Knight Riders,9.0,9.75,11.272727272727273,15.270833333333334,12.0
RV Uthappa,2017-04-15,Eden Gardens,Sunrisers Hyderabad,26.8,28.975,27.57894736842105,25.14720812182741,4.0
SS Iyer,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,9.8,24.2,27.09090909090909,27.464912280701753,26.0
AR Patel,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,15.6,29.75,24.666666666666668,14.758928571428571,7.0
BCJ Cutting,2017-04-15,Eden Gardens,Kolkata Knight Riders,19.6,19.5,13.0,14.0,9.0
MM Sharma,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,7.8,14.0,10.0,4.428571428571429,10.0
SA Yadav,2017-04-15,Eden Gardens,Sunrisers Hyderabad,13.4,13.555555555555555,25.529411764705884,26.622222222222224,7.0
Yuvraj Singh,2017-04-15,Eden Gardens,Kolkata Knight Riders,27.8,21.166666666666668,21.444444444444443,21.857142857142858,0.0
NV Ojha,2017-04-15,Eden Gardens,Kolkata Knight Riders,8.8,13.166666666666666,16.1875,16.53191489361702,34.0
YK Pathan,2017-04-15,Eden Gardens,Sunrisers Hyderabad,23.4,21.0,26.0,21.058823529411764,59.0
EJG Morgan,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,14.4,11.0,12.5,19.0,13.0
KK Nair,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,27.8,30.0,13.0,22.0,21.0
M Vohra,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,15.8,17.2,19.285714285714285,21.235294117647058,95.0
G Gambhir,2017-04-15,Eden Gardens,Sunrisers Hyderabad,42.0,29.93617021276596,27.0,27.927152317880793,14.0
C de Grandhomme,2017-04-15,Eden Gardens,Sunrisers Hyderabad,14.428571428571429,16.25,21.833333333333332,14.428571428571429,1.0
CH Morris,2017-04-15,Feroz Shah Kotla,Kings XI Punjab,24.6,23.666666666666668,13.285714285714286,12.612244897959183,16.0
HM Amla,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,32.0,19.0,12.0,36.0625,0.0
GJ Maxwell,2017-04-15,Feroz Shah Kotla,Delhi Daredevils,22.4,4.666666666666667,7.5,21.65625,10.0
JD Unadkat,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.0,2.0,8.0,7.296296296296297,1.0
PA Patel,2017-04-16,Wankhede Stadium,Gujarat Lions,18.2,22.52173913043478,34.666666666666664,20.941176470588236,37.0
MS Dhoni,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,12.2,38.625,27.06451612903226,22.99561403508772,61.0
BB McCullum,2017-04-16,Wankhede Stadium,Mumbai Indians,37.0,31.714285714285715,29.6875,26.440366972477065,72.0
JJ Roy,2017-04-16,Wankhede Stadium,Mumbai Indians,29.238095238095237,52.5,46.333333333333336,29.238095238095237,91.0
AF Milne,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,3.8333333333333335,2.0,3.5,3.8333333333333335,5.0
S Aravind,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,6.2,8.25,7.0,5.9,5.0
JC Buttler,2017-04-16,Wankhede Stadium,Gujarat Lions,21.6,32.333333333333336,21.25,33.801886792452834,77.0
S Badree,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,2.6,3.6666666666666665,1.0,2.6,0.0
Ishan Kishan,2017-04-16,Wankhede Stadium,Mumbai Indians,8.4,16.0,29.5,26.707070707070706,39.0
DT Christian,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,9.6,2.5,0.5,11.21951219512195,8.0
MK Tiwary,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,31.0,14.2,18.363636363636363,20.42168674698795,17.0
SK Raina,2017-04-16,Wankhede Stadium,Mumbai Indians,27.4,29.5625,24.235294117647058,27.68,23.0
YS Chahal,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,2.176470588235294,1.6,2.5,2.176470588235294,0.0
RG Sharma,2017-04-16,Wankhede Stadium,Gujarat Lions,9.8,28.883333333333333,20.5,26.41434262948207,5.0
BA Stokes,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,20.0,2.0,11.25,21.74418604651163,10.0
HH Pandya,2017-04-16,Wankhede Stadium,Gujarat Lions,16.2,17.071428571428573,4.75,19.796875,15.0
P Negi,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,11.6,16.2,6.5,10.428571428571429,2.0
SR Watson,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,14.4,16.785714285714285,14.0,27.5177304964539,3.0
KD Karthik,2017-04-16,Wankhede Stadium,Mumbai Indians,30.8,24.565217391304348,16.46153846153846,20.78540772532189,1.0
SN Thakur,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,8.771428571428572,0.0,21.5,8.771428571428572,0.0
Mandeep Singh,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,12.8,24.2,0.0,17.587628865979383,1.0
V Kohli,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,39.6,32.310344827586206,41.5,32.84426229508197,64.0
STR Binny,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,13.8,14.857142857142858,9.5,13.333333333333334,8.0
KA Pollard,2017-04-16,Wankhede Stadium,Gujarat Lions,32.8,22.38888888888889,18.5,20.458333333333332,26.0
N Rana,2017-04-16,Wankhede Stadium,Gujarat Lions,38.6,28.333333333333332,47.333333333333336,26.099009900990097,62.0
SPD Smith,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,45.0,33.0,25.428571428571427,26.827956989247312,27.0
AB de Villiers,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,44.2,30.456521739130434,16.0,30.476470588235294,8.0
AM Rahane,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,23.8,49.0,32.61904761904762,27.146198830409357,2.0
KM Jadhav,2017-04-16,M Chinnaswamy Stadium,Rising Pune Supergiant,25.6,18.636363636363637,12.5,14.91358024691358,38.0
RA Tripathi,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,24.043010752688172,31.0,27.0,24.043010752688172,59.0
DR Smith,2017-04-16,Wankhede Stadium,Mumbai Indians,31.6,24.642857142857142,31.272727272727273,27.102272727272727,1.0
C de Grandhomme,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,14.428571428571429,1.0,2.0,14.428571428571429,0.0
SS Iyer,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,15.0,24.2,32.857142857142854,27.464912280701753,50.0
Mohammed Shami,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,0.6,4.714285714285714,2.0,3.217391304347826,2.0
EJG Morgan,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,14.8,17.454545454545453,22.0,19.0,26.0
RV Uthappa,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,22.6,26.875,27.952380952380953,25.14720812182741,72.0
SP Narine,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,9.2,2.0,7.2,14.471698113207546,42.0
AD Mathews,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,10.4,14.714285714285714,25.2,17.658536585365855,31.0
NV Ojha,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,14.2,20.11764705882353,29.666666666666668,16.53191489361702,9.0
Yuvraj Singh,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,26.2,14.916666666666666,25.7,21.857142857142858,3.0
Mohammad Nabi,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,11.631578947368421,2.0,9.5,11.631578947368421,14.0
GJ Maxwell,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,24.4,16.25,22.6,21.65625,40.0
DA Warner,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,47.0,48.708333333333336,47.68421052631579,35.69021739130435,4.0
G Gambhir,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,39.2,37.111111111111114,31.76923076923077,27.927152317880793,33.0
KK Nair,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,23.8,30.0,18.7,22.0,33.0
MC Henriques,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,26.0,21.526315789473685,11.875,18.51851851851852,12.0
Rashid Khan,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,9.39655172413793,4.5,2.3333333333333335,9.39655172413793,3.0
SW Billings,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,25.8,38.5,43.666666666666664,18.62962962962963,13.0
CH Morris,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,20.2,23.666666666666668,6.285714285714286,12.612244897959183,52.0
PJ Cummins,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,13.205128205128204,8.6,14.25,13.205128205128204,4.0
SV Samson,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,38.0,21.933333333333334,26.45,27.27777777777778,42.0
RR Pant,2017-04-17,Feroz Shah Kotla,Kolkata Knight Riders,28.4,29.1,24.4375,29.972727272727273,0.0
DA Miller,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,18.0,30.2,18.2,23.772357723577237,24.0
WP Saha,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,9.8,19.666666666666668,24.77777777777778,20.517482517482517,11.0
DJ Hooda,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,10.6,9.6,17.0,15.270833333333334,9.0
HM Amla,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,26.0,0.0,48.0,36.0625,104.0
KC Cariappa,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,4.8,1.0,5.0,4.8,9.0
I Sharma,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.2,1.3333333333333333,2.6666666666666665,2.7142857142857144,5.0
S Dhawan,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,27.0,29.256410256410255,30.541666666666668,30.6289592760181,70.0
CR Woakes,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,6.5,3.0,3.0,6.5,18.0
YK Pathan,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,28.0,19.625,22.57894736842105,21.058823529411764,11.0
MK Pandey,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,51.4,32.0,30.181818181818183,24.424050632911392,24.0
Sandeep Sharma,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,2.8,5.0,2.0,2.16,0.0
AR Patel,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,16.8,19.333333333333332,15.615384615384615,14.758928571428571,4.0
MM Sharma,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,9.6,10.0,4.0,4.428571428571429,4.0
SA Yadav,2017-04-17,Feroz Shah Kotla,Delhi Daredevils,11.4,18.75,18.857142857142858,26.622222222222224,1.0
M Vohra,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,34.8,37.4,25.375,21.235294117647058,2.0
AJ Tye,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,7.0,17.666666666666668,4.333333333333333,7.0,22.0
SK Raina,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,31.8,32.8,24.20689655172414,27.68,84.0
AJ Finch,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,24.0,17.0,21.818181818181817,23.244444444444444,31.0
KM Jadhav,2017-04-18,Saurashtra Cricket Association Stadium,Gujarat Lions,27.0,38.0,34.5,14.91358024691358,9.0
TM Head,2017-04-18,Saurashtra Cricket Association Stadium,Gujarat Lions,22.8,30.0,15.0,30.88,0.0
BB McCullum,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,45.0,28.0,37.93333333333333,26.440366972477065,33.0
KD Karthik,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,25.8,24.88888888888889,17.958333333333332,20.78540772532189,3.0
RA Jadeja,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,15.4,17.125,12.652173913043478,16.43888888888889,19.0
DR Smith,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,17.2,19.0,21.153846153846153,27.102272727272727,5.0
V Kohli,2017-04-18,Saurashtra Cricket Association Stadium,Gujarat Lions,41.6,82.0,56.6,32.84426229508197,0.0
Basil Thampi,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,4.571428571428571,4.333333333333333,0.0,4.571428571428571,11.0
Ishan Kishan,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,15.8,29.0,26.25,26.707070707070706,4.0
CH Gayle,2017-04-18,Saurashtra Cricket Association Stadium,Gujarat Lions,42.6,77.0,25.0,35.43971631205674,7.0
DJ Hooda,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,11.8,9.6,18.5,15.270833333333334,19.0
RR Pant,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,28.2,19.5,33.8125,29.972727272727273,0.0
S Dhawan,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,33.0,29.256410256410255,34.8,30.6289592760181,30.0
MC Henriques,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,27.6,21.526315789473685,23.375,18.51851851851852,55.0
SV Samson,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,43.0,27.0,34.82608695652174,27.27777777777778,9.0
SS Iyer,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,21.2,50.0,26.944444444444443,27.464912280701753,6.0
KS Williamson,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,31.4,36.0,51.0,28.05263157894737,21.0
KK Nair,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,13.8,20.666666666666668,24.5,22.0,5.0
DA Warner,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,45.0,48.708333333333336,33.5,35.69021739130435,43.0
Yuvraj Singh,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,19.2,14.916666666666666,27.0,21.857142857142858,15.0
SW Billings,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,27.6,13.0,15.666666666666666,18.62962962962963,0.0
N Rana,2017-04-20,Holkar Cricket Stadium,Kings XI Punjab,44.2,36.5,22.25,26.099009900990097,8.0
GJ Maxwell,2017-04-20,Holkar Cricket Stadium,Mumbai Indians,23.6,42.333333333333336,24.27777777777778,21.65625,31.0
MP Stoinis,2017-04-20,Holkar Cricket Stadium,Mumbai Indians,19.2,13.75,24.285714285714285,21.204545454545453,7.0
AR Patel,2017-04-20,Holkar Cricket Stadium,Mumbai Indians,12.8,11.714285714285714,16.0,14.758928571428571,34.0
PA Patel,2017-04-20,Holkar Cricket Stadium,Kings XI Punjab,21.8,24.5,34.294117647058826,20.941176470588236,8.0
HH Pandya,2017-04-20,Holkar Cricket Stadium,Kings XI Punjab,12.2,19.0,18.88888888888889,19.796875,24.0
SE Marsh,2017-04-20,Holkar Cricket Stadium,Mumbai Indians,33.6,34.0,43.833333333333336,36.072463768115945,30.0
HM Amla,2017-04-20,Holkar Cricket Stadium,Mumbai Indians,41.2,63.333333333333336,52.0,36.0625,65.0
WP Saha,2017-04-20,Holkar Cricket Stadium,Mumbai Indians,11.4,12.5,24.88888888888889,20.517482517482517,10.0
JC Buttler,2017-04-20,Holkar Cricket Stadium,Kings XI Punjab,29.4,64.0,40.111111111111114,33.801886792452834,28.0
Ishan Kishan,2017-04-21,Eden Gardens,Kolkata Knight Riders,16.6,33.0,28.555555555555557,26.707070707070706,16.0
SA Yadav,2017-04-21,Eden Gardens,Gujarat Lions,10.4,13.555555555555555,7.333333333333333,26.622222222222224,15.0
SK Raina,2017-04-21,Eden Gardens,Kolkata Knight Riders,35.0,27.083333333333332,36.04347826086956,27.68,32.0
Shakib Al Hasan,2017-04-21,Eden Gardens,Gujarat Lions,19.0,19.666666666666668,23.333333333333332,15.288461538461538,12.0
MK Pandey,2017-04-21,Eden Gardens,Gujarat Lions,49.0,21.107142857142858,8.333333333333334,24.424050632911392,15.0
YK Pathan,2017-04-21,Eden Gardens,Gujarat Lions,19.8,21.0,36.666666666666664,21.058823529411764,8.0
DR Smith,2017-04-21,Eden Gardens,Kolkata Knight Riders,18.0,27.75,18.7,27.102272727272727,4.0
JP Faulkner,2017-04-21,Eden Gardens,Kolkata Knight Riders,14.8,2.5,2.8,11.71111111111111,21.0
KD Karthik,2017-04-21,Eden Gardens,Kolkata Knight Riders,17.0,25.391304347826086,23.263157894736842,20.78540772532189,58.0
AJ Finch,2017-04-21,Eden Gardens,Kolkata Knight Riders,20.2,23.2,24.23076923076923,23.244444444444444,13.0
G Gambhir,2017-04-21,Eden Gardens,Gujarat Lions,30.6,29.93617021276596,30.5,27.927152317880793,14.0
RA Jadeja,2017-04-21,Eden Gardens,Kolkata Knight Riders,17.0,16.636363636363637,17.576923076923077,16.43888888888889,9.0
SP Narine,2017-04-21,Eden Gardens,Gujarat Lions,17.4,15.409090909090908,22.0,14.471698113207546,34.0
RV Uthappa,2017-04-21,Eden Gardens,Gujarat Lions,34.8,28.975,37.0,25.14720812182741,11.0
BB McCullum,2017-04-21,Eden Gardens,Kolkata Knight Riders,44.6,26.266666666666666,28.583333333333332,26.440366972477065,6.0
PJ Cummins,2017-04-22,Wankhede Stadium,Mumbai Indians,5.0,4.0,23.875,13.205128205128204,10.0
MS Dhoni,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,22.0,26.3125,24.7,22.99561403508772,7.0
CJ Anderson,2017-04-22,Wankhede Stadium,Mumbai Indians,19.0,20.375,3.3333333333333335,18.551724137931036,2.0
RG Sharma,2017-04-22,Wankhede Stadium,Delhi Daredevils,10.2,28.883333333333333,30.47826086956522,26.41434262948207,58.0
BA Stokes,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,17.8,36.2,15.0,21.74418604651163,17.0
KS Williamson,2017-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,35.2,36.0,12.5,28.05263157894737,54.0
CH Morris,2017-04-22,Wankhede Stadium,Mumbai Indians,25.2,26.5,14.666666666666666,12.612244897959183,11.0
SS Iyer,2017-04-22,Wankhede Stadium,Mumbai Indians,22.4,17.0,21.555555555555557,27.464912280701753,47.0
HH Pandya,2017-04-22,Wankhede Stadium,Delhi Daredevils,11.2,17.071428571428573,12.714285714285714,19.796875,13.0
SV Samson,2017-04-22,Wankhede Stadium,Mumbai Indians,42.2,36.666666666666664,26.130434782608695,27.27777777777778,60.0
AM Rahane,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,12.2,28.857142857142858,23.9,27.146198830409357,38.0
MC Henriques,2017-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,28.2,55.0,29.5,18.51851851851852,7.0
Harbhajan Singh,2017-04-22,Wankhede Stadium,Delhi Daredevils,4.6,11.67741935483871,9.0,9.465909090909092,7.0
JC Buttler,2017-04-22,Wankhede Stadium,Delhi Daredevils,29.4,32.333333333333336,28.8,33.801886792452834,17.0
MG Johnson,2017-04-22,Wankhede Stadium,Delhi Daredevils,4.2,4.571428571428571,7.666666666666667,5.964285714285714,13.0
MK Tiwary,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,28.0,19.4,12.5,20.42168674698795,22.0
RA Tripathi,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,24.043010752688172,26.142857142857142,23.428571428571427,24.043010752688172,45.0
SPD Smith,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,41.4,36.07692307692308,27.90909090909091,26.827956989247312,17.0
KA Pollard,2017-04-22,Wankhede Stadium,Delhi Daredevils,32.6,22.38888888888889,18.294117647058822,20.458333333333332,9.0
PA Patel,2017-04-22,Wankhede Stadium,Delhi Daredevils,17.4,22.52173913043478,19.125,20.941176470588236,33.0
KK Nair,2017-04-22,Wankhede Stadium,Mumbai Indians,12.6,16.75,15.636363636363637,22.0,15.0
DA Warner,2017-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,38.4,43.0,41.5,35.69021739130435,51.0
KH Pandya,2017-04-22,Wankhede Stadium,Delhi Daredevils,21.0,18.05263157894737,30.8,15.392523364485982,29.0
S Dhawan,2017-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,37.2,54.5,24.5,30.6289592760181,77.0
RR Pant,2017-04-22,Wankhede Stadium,Mumbai Indians,16.8,41.666666666666664,25.125,29.972727272727273,6.0
MJ McClenaghan,2017-04-22,Wankhede Stadium,Delhi Daredevils,6.6,5.444444444444445,0.5,4.25,1.0
N Rana,2017-04-22,Wankhede Stadium,Delhi Daredevils,35.8,28.333333333333332,25.0,26.099009900990097,3.0
DJ Hooda,2017-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,12.4,20.25,19.0,15.270833333333334,32.0
K Rabada,2017-04-22,Wankhede Stadium,Mumbai Indians,7.357142857142857,44.0,14.666666666666666,7.357142857142857,11.0
DR Smith,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,11.4,19.0,27.666666666666668,27.102272727272727,0.0
S Badree,2017-04-23,Eden Gardens,Kolkata Knight Riders,2.6,0.0,0.0,2.6,3.0
Kuldeep Yadav,2017-04-23,Eden Gardens,Royal Challengers Bangalore,5.71875,5.4,8.25,5.71875,16.0
SA Yadav,2017-04-23,Eden Gardens,Royal Challengers Bangalore,8.8,13.555555555555555,25.0,26.622222222222224,30.0
MM Sharma,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,10.2,2.5,2.5,4.428571428571429,2.0
RV Uthappa,2017-04-23,Eden Gardens,Royal Challengers Bangalore,36.2,28.975,31.227272727272727,25.14720812182741,87.0
Basil Thampi,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,4.571428571428571,4.333333333333333,11.0,4.571428571428571,2.0
AR Patel,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,17.8,17.0,10.0,14.758928571428571,16.0
AB de Villiers,2017-04-23,Eden Gardens,Kolkata Knight Riders,30.0,22.714285714285715,24.857142857142858,30.476470588235294,5.0
KD Karthik,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,22.6,24.88888888888889,25.318181818181817,20.78540772532189,2.0
S Aravind,2017-04-23,Eden Gardens,Kolkata Knight Riders,5.0,5.0,5.0,5.9,9.0
MK Pandey,2017-04-23,Eden Gardens,Royal Challengers Bangalore,35.8,21.107142857142858,21.72222222222222,24.424050632911392,5.0
SE Marsh,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,28.4,15.5,29.666666666666668,36.072463768115945,84.0
Mandeep Singh,2017-04-23,Eden Gardens,Kolkata Knight Riders,8.2,23.333333333333332,26.266666666666666,17.587628865979383,8.0
AD Nath,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,9.0,2.5,1.5,9.0,9.0
HM Amla,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,42.6,65.0,84.5,36.0625,16.0
V Kohli,2017-04-23,Eden Gardens,Kolkata Knight Riders,41.6,34.111111111111114,31.032258064516128,32.84426229508197,10.0
STR Binny,2017-04-23,Eden Gardens,Kolkata Knight Riders,13.2,8.285714285714286,7.2,13.333333333333334,1.0
RA Jadeja,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,14.6,17.125,18.266666666666666,16.43888888888889,2.0
WP Saha,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,10.6,21.5,21.0,20.517482517482517,2.0
YK Pathan,2017-04-23,Eden Gardens,Royal Challengers Bangalore,21.0,21.0,16.227272727272727,21.058823529411764,12.0
UT Yadav,2017-04-23,Eden Gardens,Royal Challengers Bangalore,8.0,2.6666666666666665,6.0,4.333333333333333,2.0
TS Mills,2017-04-23,Eden Gardens,Kolkata Knight Riders,1.6,2.0,2.0,1.6,0.0
G Gambhir,2017-04-23,Eden Gardens,Royal Challengers Bangalore,29.6,29.93617021276596,32.35,27.927152317880793,62.0
SP Narine,2017-04-23,Eden Gardens,Royal Challengers Bangalore,24.0,15.409090909090908,23.2,14.471698113207546,16.0
AJ Tye,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,7.0,17.666666666666668,22.0,7.0,25.0
C de Grandhomme,2017-04-23,Eden Gardens,Royal Challengers Bangalore,14.428571428571429,16.25,15.5,14.428571428571429,18.0
MP Stoinis,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,20.6,17.0,22.333333333333332,21.204545454545453,22.0
M Vohra,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,32.4,2.0,20.0,21.235294117647058,3.0
KM Jadhav,2017-04-23,Eden Gardens,Kolkata Knight Riders,15.0,11.2,11.0,14.91358024691358,31.0
CH Gayle,2017-04-23,Eden Gardens,Kolkata Knight Riders,28.8,46.666666666666664,36.8421052631579,35.43971631205674,8.0
P Negi,2017-04-23,Eden Gardens,Kolkata Knight Riders,8.2,10.75,11.8,10.428571428571429,32.0
AJ Finch,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,19.8,17.0,24.3,23.244444444444444,72.0
SK Raina,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,40.4,32.8,35.73913043478261,27.68,34.0
